epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,112288,0.66955,0.44443,1.10205,0.9839,0.95027,0.97894,0.79087,0.83765,0.36702,1.1588,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,113137,0.66961,0.4394,1.10303,0.98305,0.94994,0.97895,0.79159,0.83632,0.36596,1.15758,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,113987,0.66529,0.44076,1.09833,0.98172,0.95135,0.97883,0.79234,0.83503,0.36555,1.15678,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,114836,0.65803,0.4307,1.09536,0.98224,0.95167,0.97896,0.79341,0.83364,0.36543,1.15574,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,115687,0.66291,0.43752,1.09645,0.9801,0.95457,0.97902,0.7934,0.83358,0.36557,1.15582,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,116536,0.65832,0.43244,1.09214,0.97873,0.95623,0.97872,0.79364,0.83304,0.36537,1.15542,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,117385,0.65255,0.43043,1.09104,0.97982,0.95529,0.97854,0.79315,0.83308,0.36507,1.15555,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,118234,0.65026,0.42422,1.08812,0.97948,0.95514,0.97833,0.79325,0.83196,0.36461,1.15483,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,119084,0.64752,0.429,1.08746,0.97934,0.95427,0.97839,0.79366,0.83174,0.36487,1.15463,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,119934,0.64628,0.42439,1.08912,0.98167,0.95318,0.97877,0.79396,0.8309,0.36522,1.15394,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,120784,0.64567,0.42381,1.08766,0.98152,0.95271,0.97877,0.79423,0.82964,0.36544,1.15283,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,121633,0.64492,0.42595,1.08691,0.98276,0.95076,0.97874,0.79511,0.82886,0.36521,1.15199,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,122482,0.63826,0.41573,1.07954,0.98615,0.94674,0.9781,0.79536,0.82809,0.36468,1.15139,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,123331,0.63672,0.41462,1.08352,0.97419,0.95785,0.97803,0.79583,0.82758,0.36425,1.15103,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,124181,0.63226,0.41293,1.07834,0.98296,0.95022,0.97767,0.7957,0.8274,0.36447,1.15097,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,125031,0.62504,0.406,1.07463,0.98377,0.94984,0.97774,0.79671,0.82668,0.36466,1.15036,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,125880,0.62648,0.4064,1.07226,0.98532,0.94976,0.97773,0.7967,0.82561,0.36452,1.14963,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,126729,0.62159,0.40302,1.07128,0.98507,0.95037,0.97792,0.79708,0.82472,0.3647,1.14898,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,127579,0.62032,0.40033,1.07201,0.98408,0.95115,0.97818,0.79786,0.82296,0.36448,1.14775,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,128429,0.6159,0.3988,1.06666,0.98363,0.95146,0.97796,0.79807,0.82361,0.36457,1.14835,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,129279,0.61543,0.3963,1.0679,0.98289,0.95121,0.97807,0.79754,0.82321,0.36448,1.14816,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,130128,0.61275,0.39345,1.06469,0.98421,0.95038,0.97818,0.79863,0.8228,0.36432,1.14781,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,130978,0.60431,0.38792,1.05942,0.98199,0.9512,0.97828,0.79896,0.82128,0.36421,1.14675,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,131827,0.60512,0.38976,1.06175,0.97954,0.9542,0.97805,0.79918,0.82082,0.36411,1.14667,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,132678,0.59906,0.38584,1.05869,0.98285,0.95091,0.9781,0.79939,0.82082,0.36431,1.14677,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,133527,0.59803,0.3863,1.05896,0.98174,0.95199,0.97808,0.79955,0.82049,0.36393,1.14738,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,134377,0.59645,0.38504,1.05829,0.98258,0.95227,0.97835,0.80042,0.81859,0.36436,1.14566,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,135226,0.58944,0.38157,1.05562,0.9807,0.95352,0.9786,0.80088,0.81734,0.36474,1.14487,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,136075,0.59,0.38068,1.0547,0.98019,0.95387,0.97858,0.80192,0.81694,0.36497,1.14497,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,136924,0.58455,0.37971,1.05164,0.97934,0.95512,0.97844,0.80268,0.81538,0.36531,1.14382,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,137773,0.58236,0.37325,1.0469,0.97989,0.95509,0.9785,0.80278,0.81464,0.36494,1.14367,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,138623,0.5823,0.36877,1.04947,0.98126,0.95447,0.97836,0.80314,0.81308,0.36497,1.14269,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,139473,0.5737,0.36981,1.04646,0.98095,0.95381,0.97828,0.80391,0.81162,0.36489,1.142,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,140323,0.5726,0.3655,1.04348,0.9802,0.95419,0.97816,0.80497,0.81039,0.36535,1.14127,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,141174,0.56813,0.36075,1.04212,0.97888,0.95581,0.97828,0.80543,0.80953,0.36627,1.14088,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,142025,0.56918,0.36216,1.04255,0.97889,0.95563,0.97773,0.80557,0.80841,0.3659,1.14026,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,142876,0.56422,0.35941,1.03966,0.97872,0.95559,0.97799,0.8064,0.80767,0.36614,1.13984,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,143725,0.56029,0.3568,1.03695,0.98019,0.95513,0.97793,0.80703,0.80519,0.36619,1.13795,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,144575,0.5545,0.35387,1.03181,0.98007,0.95454,0.97815,0.80759,0.80232,0.36744,1.13559,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,145425,0.55038,0.34908,1.02926,0.98036,0.95392,0.97838,0.80796,0.80089,0.36738,1.13453,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,146275,0.54646,0.34638,1.02998,0.98,0.95345,0.97861,0.80838,0.80004,0.36855,1.13376,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,147125,0.54445,0.34246,1.02825,0.98035,0.9532,0.97913,0.80929,0.79831,0.36814,1.1327,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,147975,0.53907,0.34206,1.02713,0.98299,0.95046,0.97917,0.8092,0.79758,0.36835,1.13202,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,148825,0.54034,0.34381,1.02813,0.9843,0.94985,0.97868,0.8094,0.7963,0.36885,1.13133,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,149676,0.53653,0.34139,1.02597,0.9841,0.94979,0.97897,0.80989,0.79542,0.36916,1.13082,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,150526,0.53402,0.33861,1.02197,0.98459,0.94954,0.97881,0.81032,0.79424,0.36943,1.13012,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,151376,0.5243,0.33264,1.01747,0.98429,0.94994,0.97884,0.8108,0.79202,0.36945,1.12834,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,152227,0.5233,0.33346,1.01596,0.98445,0.95035,0.97877,0.8111,0.79163,0.36987,1.12836,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,153076,0.51953,0.33051,1.01621,0.98401,0.95046,0.9785,0.81106,0.79114,0.3702,1.12833,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,153926,0.51652,0.32619,1.01679,0.98328,0.95075,0.97858,0.81167,0.79027,0.37056,1.12804,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,154777,0.51371,0.32147,1.01046,0.98559,0.94862,0.97848,0.8119,0.78889,0.37078,1.12739,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,155626,0.51114,0.32409,1.00991,0.98345,0.95085,0.97846,0.81229,0.78792,0.37099,1.12695,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,156477,0.50941,0.32011,1.01103,0.98343,0.95096,0.97836,0.81234,0.78714,0.3715,1.1267,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,157327,0.50297,0.31836,1.00922,0.9853,0.94974,0.97843,0.81305,0.78576,0.37179,1.1257,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,158177,0.50011,0.31508,1.00709,0.98466,0.95041,0.97832,0.81354,0.78467,0.3719,1.1253,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,159027,0.49898,0.31569,1.00624,0.98527,0.95045,0.97826,0.81373,0.78358,0.37236,1.12481,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,159877,0.49027,0.30983,1.00096,0.98443,0.95038,0.97838,0.81492,0.78218,0.37152,1.12423,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,160727,0.48857,0.30707,1.00021,0.9849,0.95022,0.97842,0.81526,0.77999,0.37133,1.12249,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,161577,0.48576,0.3054,0.99859,0.98535,0.94983,0.97828,0.81539,0.77958,0.37209,1.12261,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,162415,0.39873,0.19069,0.93633,0.98486,0.95004,0.97844,0.81627,0.77631,0.37177,1.1204,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,163252,0.38436,0.18404,0.93171,0.98579,0.95044,0.97842,0.81731,0.77638,0.37266,1.12106,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,164088,0.37864,0.18161,0.92785,0.9849,0.95093,0.97829,0.81744,0.77727,0.37321,1.12235,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,164926,0.37185,0.17923,0.92105,0.98436,0.9507,0.97828,0.81654,0.77878,0.37402,1.12449,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,165764,0.36434,0.17752,0.91768,0.98602,0.94928,0.97829,0.81622,0.77999,0.37392,1.12601,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,166601,0.36166,0.17421,0.91699,0.98641,0.94868,0.97824,0.81584,0.7801,0.37416,1.12685,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,167438,0.35297,0.17083,0.91435,0.98468,0.94965,0.97798,0.81568,0.78015,0.37584,1.1276,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,168276,0.3482,0.17009,0.90883,0.98415,0.94985,0.97787,0.81554,0.77987,0.37615,1.12796,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,169113,0.34445,0.16697,0.90869,0.98405,0.95065,0.97781,0.81508,0.78001,0.37585,1.12884,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,169951,0.34154,0.16583,0.90437,0.98311,0.9516,0.9775,0.81542,0.78004,0.37615,1.12987,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
